//ID	Skill Name	Identify if it is a lifeskill	Class	Left Handed Requirement	Right hand weapon restriction	Body Armor Requirement	Conch usage test	Skill Phase	Skill Type	Useful/Harmful	Learning Level	Prerequisite	Skill Points Consumption	Discharged Status	Apply point	Cast Range	Process target	Attack mode	Angle	Radius	Skill region shape	Skill prophase management formula	Skill adds surface status formula	Skill SP Formula	Durability consumption formula	Top-up consumption formula	Skill Region Formula	Discharge phase formula	effect phase formula	Positive effect forumala	Opposing effect formula	Bind status ID can be removed manually	Self parameter	Self Effect	Consumable	Duration	Target parameter	Splash parameter	Duration on target	Splash Persists Effect	Morph ID	Summon ID	Discharge Duration	Repeated Discharge Duration	Damage Effect	Play Action	action	keyframe	Attack Sound Effect	character dummy	Character Effect	Base Standard Value	item dummy	Item Effect	Item Effect 2	Path of Flight keyfram	character dummy	item dummy	Path of Flight Effect	Path of Flight speed	Attacked Sound Effect	dummy	Character attacked effect	Effect duration point	Surface attacked effect	Water Surface Effect	ICON	Skill Play Count	Operation Execute Command	Description	Effect	Consumption	Remark
0387	Создание еды Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng1_Begin	Skill_ShiWuZaiSheng1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	1151	Изготовить на производстве	0	0	
0388	Цепной выстрел Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan1_Begin	Skill_FuShiDan1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	1152	Изготовить на производстве	0	0	
0389	Генератор иллюзий Lv1	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen1_Begin	Skill_YinXiangZaiShen1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2674	Изготовить на производстве	0	0	
0390	Взрывная овечка Lv1	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb1	SkillSp_Myzb1	0	0	SkillArea_Circle_Myzb1	Skill_Myzb1_Begin	Skill_Myzb1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb1	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2372	Изготовить на производстве	0	0	
0391	Водная мина Lv1	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	SkillArea_State_Czsl1	0	0	0	SkillArea_Circle_Czsl1	Skill_Czsl1_Begin	Skill_Czsl1_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl1	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2678	Изготовить на производстве	0	0	
0392	Трупное ядро Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu2_Begin	Skill_FuShiZhiQiu2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	2730	Decrease targets Physical Defense and Defense by 15% for Lv1. Subsequent Lv decreases 5% more.	0	0	
0393	Генератор шума Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao2	0	0	0	SkillArea_Square_ZaoYinZhiZao2	Skill_ZaoYinZhiZao2_Begin	Skill_ZaoYinZhiZao2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2731	Изготовить на производстве	0	0	
0394	Генератор землетрясений Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng2	0	0	0	SkillArea_Circle_DiZhenFaSheng2	Skill_DiZhenFaSheng2_Begin	Skill_DiZhenFaSheng2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	2732	Изготовить на производстве	0	0	
0395	Цепная пуля Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan2_Begin	Skill_LianDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2741	Изготовить на производстве	0	0	
0396	Генератор миража Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng2_Begin	Skill_HuanYinFaSheng2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2737	Изготовить на производстве	0	0	
0397	Невидимость корабля Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing2_Begin	Skill_ChuanZhiQianXing2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2739	Изготовить на производстве	0	0	
0398	Радар Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa2	0	0	0	SkillArea_Square_LeiDa2	Skill_LeiDa2_Begin	Skill_LeiDa2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2740	Изготовить на производстве	0	0	
0399	Починка Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu2_Begin	Skill_ChuanTiXiuFu2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2734	Изготовить на производстве	0	0	
0400	Создание еды Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng2_Begin	Skill_ShiWuZaiSheng2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2735	Изготовить на производстве	0	0	
0401	Цепной выстрел Lv2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan2_Begin	Skill_FuShiDan2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	2736	Изготовить на производстве	0	0	
0402	У°ПсФЩЙъТЗLV2	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen2_Begin	Skill_YinXiangZaiShen2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2738	Изготовить на производстве	0	0	
0403	Взрывная овечка Lv2	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb2	SkillSp_Myzb2	0	0	SkillArea_Circle_Myzb2	Skill_Myzb2_Begin	Skill_Myzb2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb2	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2373	Изготовить на производстве	0	0	
0404	Водная мина Lv2	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Czsl2	Skill_Czsl2_Begin	Skill_Czsl2_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl2	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2742	Изготовить на производстве	0	0	
0405	Трупное ядро Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu3_Begin	Skill_FuShiZhiQiu3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	2754	Decrease targets Physical Defense and Defense by 15% for Lv1. Subsequent Lv decreases 5% more.	0	0	
0406	Генератор шума Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao3	0	0	0	SkillArea_Square_ZaoYinZhiZao3	Skill_ZaoYinZhiZao3_Begin	Skill_ZaoYinZhiZao3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2755	Изготовить на производстве	0	0	
0407	Генератор землетрясений Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng3	0	0	0	SkillArea_Circle_DiZhenFaSheng3	Skill_DiZhenFaSheng3_Begin	Skill_DiZhenFaSheng3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	2756	Изготовить на производстве	0	0	
0408	Цепная пуля Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan3_Begin	Skill_LianDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2765	Изготовить на производстве	0	0	
0409	Генератор миража Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng3_Begin	Skill_HuanYinFaSheng3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2761	Изготовить на производстве	0	0	
0410	Невидимость корабля Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing3_Begin	Skill_ChuanZhiQianXing3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2763	Изготовить на производстве	0	0	
0411	Радар Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa3	0	0	0	SkillArea_Square_LeiDa3	Skill_LeiDa3_Begin	Skill_LeiDa3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2764	Изготовить на производстве	0	0	
0412	Починка Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu3_Begin	Skill_ChuanTiXiuFu3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2758	Изготовить на производстве	0	0	
0413	Создание еды Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng3_Begin	Skill_ShiWuZaiSheng3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2759	Изготовить на производстве	0	0	
0414	Цепной выстрел Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan3_Begin	Skill_FuShiDan3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	2760	Изготовить на производстве	0	0	
0415	Генератор иллюзий Lv3	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen3_Begin	Skill_YinXiangZaiShen3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2762	Изготовить на производстве	0	0	
0416	Взрывная овечка Lv3	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb3	SkillSp_Myzb3	0	0	SkillArea_Circle_Myzb3	Skill_Myzb3_Begin	Skill_Myzb3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb3	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2375	Изготовить на производстве	0	0	
0417	Водная мина Lv3	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Czsl3	Skill_Czsl3_Begin	Skill_Czsl3_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl3	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2766	Изготовить на производстве	0	0	
0418	Трупное ядро Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu4_Begin	Skill_FuShiZhiQiu4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	2778	Decrease targets Physical Defense and Defense by 15% for Lv1. Subsequent Lv decreases 5% more.	0	0	
0419	Генератор шума Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao4	0	0	0	SkillArea_Square_ZaoYinZhiZao4	Skill_ZaoYinZhiZao4_Begin	Skill_ZaoYinZhiZao4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2779	Изготовить на производстве	0	0	
0420	Генератор землетрясений Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng4	0	0	0	SkillArea_Circle_DiZhenFaSheng4	Skill_DiZhenFaSheng4_Begin	Skill_DiZhenFaSheng4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	2780	Изготовить на производстве	0	0	
0421	Цепная пуля Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan4_Begin	Skill_LianDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2789	Изготовить на производстве	0	0	
0422	Генератор иллюзий Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng4_Begin	Skill_HuanYinFaSheng4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2785	Изготовить на производстве	0	0	
0423	Невидимость корабля Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing4_Begin	Skill_ChuanZhiQianXing4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2787	Изготовить на производстве	0	0	
0424	Радар Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa4	0	0	0	SkillArea_Square_LeiDa4	Skill_LeiDa4_Begin	Skill_LeiDa4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2788	Изготовить на производстве	0	0	
0425	Починка Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu4_Begin	Skill_ChuanTiXiuFu4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2782	Изготовить на производстве	0	0	
0426	Создание еды Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng4_Begin	Skill_ShiWuZaiSheng4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2783	Изготовить на производстве	0	0	
0427	Цепной выстрел Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan4_Begin	Skill_FuShiDan4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	2784	Изготовить на производстве	0	0	
0428	Генератор иллюзий Lv4	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen4_Begin	Skill_YinXiangZaiShen4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2786	Изготовить на производстве	0	0	
0429	Взрывная овечка Lv4	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	200	4	2	0	0	4	0	SkillArea_State_Myzb4	SkillSp_Myzb4	0	0	SkillArea_Circle_Myzb4	Skill_Myzb4_Begin	Skill_Myzb4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Myzb4	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2379	Изготовить на производстве	0	0	
0430	Водная мина Lv4	1	-1	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	2	1200	4	2	0	0	4	0	0	0	0	0	SkillArea_Circle_Czsl4	Skill_Czsl4_Begin	Skill_Czsl4_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SkillCooldown_Czsl4	1	1	7	-1	0	-1	390	0	0	0,0	0,0	-1	-1	-1	0	0	147	-1	101	-1	0	0	0	0	0	2790	Изготовить на производстве	0	0	
0431	Трупное ядро Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiZhiQiu5_Begin	Skill_FuShiZhiQiu5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	7,8,9	-1	40	-1	304	0	0	0,0	0,0	0	5	-1	1064	1600	41	2	318	-2	0	0	0	0	0	2802	Decrease targets Physical Defense and Defense by 15% for Lv1. Subsequent Lv decreases 5% more.	0	0	
0432	Генератор шума Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	600	4	2	0	0	3	0	SkillArea_State_ZaoYinZhiZao5	0	0	0	SkillArea_Square_ZaoYinZhiZao5	Skill_ZaoYinZhiZao5_Begin	Skill_ZaoYinZhiZao5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	12	0	80	-1	325	0	-1	0,0	0,0	-1	-1	-1	0	0	-1	-1	0	-2	0	0	0	0	0	2803	Изготовить на производстве	0	0	
0433	µШХр·ўЙъЖчLV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	1	1	1000	4	2	0	0	4	0	SkillArea_State_DiZhenFaSheng5	0	0	0	SkillArea_Circle_DiZhenFaSheng5	Skill_DiZhenFaSheng5_Begin	Skill_DiZhenFaSheng5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	12	0	96	-1	263	0	-1	0,0	0,0	-1	-1	-1	0	0	97	-1	0	-2	0	0	0	0	0	2804	Изготовить на производстве	0	0	
0434	Цепная пуля Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_LianDan5_Begin	Skill_LianDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	1065	2000	147	-1	305	-2	0	0	0	0	0	2813	Изготовить на производстве	0	0	
0435	Генератор миража Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_HuanYinFaSheng5_Begin	Skill_HuanYinFaSheng5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	0	1	11	-1	46	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2809	Изготовить на производстве	0	0	
0436	Невидимость корабля Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanZhiQianXing5_Begin	Skill_ChuanZhiQianXing5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	46	-1	121	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2811	Изготовить на производстве	0	0	
0437	АЧґпLV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	600	4	2	0	0	3	0	SkillArea_State_LeiDa5	0	0	0	SkillArea_Square_LeiDa5	Skill_LeiDa5_Begin	Skill_LeiDa5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	11	-1	80	-1	175	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2812	Изготовить на производстве	0	0	
0438	Починка Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ChuanTiXiuFu5_Begin	Skill_ChuanTiXiuFu5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	11	-1	72	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2806	Изготовить на производстве	0	0	
0439	Создание еды Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	1	-1	-1	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	Skill_ShiWuZaiSheng5_Begin	Skill_ShiWuZaiSheng5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	1	1	11	-1	0	-1	0	0	0	0,0	0,0	0	-1	-1	0	0	0	-1	0	-1	0	0	0	0	0	2807	Изготовить на производстве	0	0	
0440	ёЇКґµЇLV5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	4	1	0	0	0	0	0	0	0	0	0	Skill_FuShiDan5_Begin	Skill_FuShiDan5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	2	1	11	-1	146	-1	0	0	-1	0,0	0,0	0	2	-1	2004	1600	147	-1	318	-2	0	0	0	0	0	2808	Изготовить на производстве	0	0	
0441	Генератор иллюзий Lv5	1	-1,10	1,-1	1,-1	1,-1	-1	0	1	0	-1	-1	1	2	2	1200	5	1	0	0	0	0	0	0	0	0	0	Skill_YinXiangZaiShen5_Begin	Skill_YinXiangZaiShen5_End	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30000	0	1	11	-1	44	-1	131	0	0	0,0	0,0	0	-1	-1	0	0	98	-1	131	-1	0	0	0	0	0	2810	Изготовить на производстве	0	0	
